IGN2_202311281603-00-cam-22348130-0000.jpg 3269.824816 2927.261922
IGN2_202311281603-00-cam-22348130-0010.jpg 3269.960583 2927.298646
IGN2_202311281603-00-cam-22348130-0020.jpg 3269.942870 2927.250615
IGN2_202311281603-00-cam-22348130-0030.jpg 3270.115533 2927.267950
IGN2_202311281603-00-cam-22348130-0040.jpg 3270.125591 2927.299447
IGN2_202311281603-00-cam-22348130-0050.jpg 3270.418376 2927.356974
IGN2_202311281603-00-cam-22348130-0060.jpg 3270.372053 2927.311478
IGN2_202311281603-00-cam-22348130-0070.jpg 3270.442998 2927.319477
IGN2_202311281603-00-cam-22348130-0080.jpg 3270.576428 2927.402524
IGN2_202311281603-00-cam-22348130-0090.jpg 3270.716250 2927.384017
IGN2_202311281603-00-cam-22348130-0100.jpg 3270.679345 2927.360247
IGN2_202311281603-00-cam-22348130-0110.jpg 3270.685376 2927.340376
IGN2_202311281603-00-cam-22348130-0120.jpg 3270.910938 2927.403373
IGN2_202311281603-00-cam-22348130-0130.jpg 3271.029339 2927.399533
IGN2_202311281603-00-cam-22348130-0140.jpg 3271.117252 2927.431708
IGN2_202311281603-00-cam-22348130-0150.jpg 3271.176195 2927.424281
IGN2_202311281603-00-cam-22348130-0160.jpg 3271.225271 2927.414474
IGN2_202311281603-00-cam-22348130-0170.jpg 3271.278923 2927.419049
IGN2_202311281603-00-cam-22348130-0180.jpg 3271.458987 2927.478916
IGN2_202311281603-00-cam-22348130-0190.jpg 3271.542923 2927.496592
IGN2_202311281603-00-cam-22348130-0200.jpg 3271.605907 2927.465151
IGN2_202311281603-00-cam-22348130-0210.jpg 3271.601352 2927.462847
IGN2_202311281603-00-cam-22348130-0220.jpg 3271.622899 2927.427055
IGN2_202311281603-00-cam-22348130-0230.jpg 3271.656541 2927.461518
IGN2_202311281603-00-cam-22348130-0240.jpg 3271.791896 2927.517249
IGN2_202311281603-00-cam-22348130-0250.jpg 3271.892468 2927.478815
IGN2_202311281603-00-cam-22348130-0260.jpg 3272.157604 2927.523207
IGN2_202311281603-00-cam-22348130-0270.jpg 3272.131369 2927.521848
IGN2_202311281603-00-cam-22348130-0280.jpg 3272.253097 2927.553039
IGN2_202311281603-00-cam-22348130-0290.jpg 3272.088085 2927.493305
IGN2_202311281603-00-cam-22348130-0300.jpg 3272.250808 2927.515906
